male,race_ethnicity,frpl,iep,ell,ever_alternative,ap_ever_take_class,math_ss,read_ss,pct_days_absent,gpa,scale_score_11_eng,scale_score_11_math,scale_score_11_read,scale_score_11_comp,hs_diploma
no,White,yes,no,no,yes,no,50.0,60.0,3.7478509,3.6785998,34.0,31.0,36.0,33.0,1
yes,White,yes,no,no,no,no,,,3.1820767,,,,,,0
no,African-American,,no,no,no,no,,,12.889091,2.47,13.0,15.0,15.0,14.0,1
yes,White,yes,no,no,yes,no,,,10.945534,3.0425,17.0,17.0,12.0,17.0,1
yes,White,no,no,no,no,yes,,,7.4894218,2.0753,15.0,16.0,15.0,16.0,1
no,White,yes,no,no,yes,yes,14.0,39.0,12.578488,3.75,27.0,23.0,32.0,27.0,1
yes,White,yes,no,no,yes,no,26.0,23.0,9.1145687,1.11,15.0,17.0,14.0,16.0,1
no,White,yes,no,no,no,no,29.0,32.0,3.9738221,2.8534999,18.0,16.0,16.0,16.0,1
no,White,yes,no,no,no,no,14.0,37.0,11.956141,1.071,,,,,0
no,White,no,no,no,no,yes,18.0,35.0,4.1479373,2.7969999,14.0,16.0,12.0,14.0,0
yes,White,yes,yes,no,no,no,18.0,31.0,14.520048,1.3564999,11.0,11.0,18.0,14.0,1
yes,White,yes,yes,no,no,no,26.0,24.0,3.3565342,1.6698999,14.0,16.0,16.0,15.0,1
no,White,no,no,no,no,yes,24.0,63.0,8.7591553,2.18115,27.0,17.0,24.0,21.0,1
no,White,yes,no,no,no,no,14.0,27.0,21.426414,3.1559999,15.0,15.0,21.0,17.0,0
no,White,yes,no,no,no,no,,37.0,14.520048,1.1790349,,,,,1
no,White,yes,no,no,no,no,41.0,59.0,4.3032904,2.01,20.0,21.0,15.0,19.0,1
yes,White,yes,no,no,yes,yes,47.0,45.0,23.167486,1.6075001,17.0,16.0,21.0,19.0,1
yes,White,yes,yes,no,no,no,19.0,30.0,20.013588,0.0,,,,,0
no,White,yes,no,no,yes,no,28.0,45.0,4.0102339,3.869,19.0,18.0,20.0,17.0,1
yes,,yes,yes,no,no,no,0.0,,15.394285,1.6535001,11.0,14.0,15.0,14.0,1
no,White,yes,no,no,yes,no,31.0,43.0,20.367847,2.6051002,19.0,16.0,17.0,17.0,1
no,White,yes,no,no,no,no,,,15.230119,2.1900001,,,,,0
no,White,yes,yes,no,no,no,0.0,,11.773585,2.9219999,,,,,1
yes,Multiple/Native American,no,no,no,no,no,37.0,48.0,5.292407,2.5250001,31.0,22.0,28.0,28.0,1
no,White,yes,no,no,yes,no,46.0,69.0,28.454956,2.52,,,,,0
no,White,no,no,no,no,no,31.0,44.0,1.6365715,2.7995,22.0,16.0,20.0,19.0,1
yes,African-American,yes,no,no,no,no,28.0,34.0,5.9299722,2.5244,11.0,15.0,11.0,15.0,1
no,Hispanic,yes,no,yes,yes,no,35.0,47.0,35.161694,1.5074999,,,,,0
no,African-American,yes,no,no,yes,no,41.0,44.0,14.098592,0.18520001,,,,,0
no,White,yes,no,no,yes,no,50.0,44.0,5.1859708,3.5001826,18.0,14.0,16.0,16.0,1
no,White,yes,no,no,no,no,26.0,19.0,11.864597,1.62,10.0,14.0,11.0,12.0,1
no,White,yes,no,no,no,no,28.0,59.0,5.072165,3.0599999,17.0,16.0,19.0,16.0,1
no,White,no,no,no,no,no,23.0,48.0,6.7894735,1.1830001,,,,,0
no,White,yes,yes,no,no,yes,64.0,63.0,8.1512604,2.9910002,15.0,15.0,16.0,14.0,1
yes,White,yes,no,no,no,no,29.0,31.0,3.405926,3.4624,18.0,16.0,21.0,17.0,1
yes,Hispanic,no,no,yes,yes,no,,,4.9945798,1.6464499,10.0,15.0,14.0,14.0,0
no,White,no,no,no,no,no,70.0,80.0,1.4342858,4.0,29.0,31.0,32.0,30.0,1
yes,White,yes,no,no,no,no,29.0,41.0,29.75238,1.0489,,,,,0
no,African-American,yes,no,no,yes,yes,55.0,59.0,5.7122707,3.9590001,30.0,25.0,29.0,26.0,1
no,White,yes,no,no,no,no,35.0,41.0,19.483465,2.2407598,,,,,0
no,White,yes,no,no,no,no,,35.0,4.0813127,,,,,,0
yes,African-American,yes,no,no,yes,no,24.0,40.0,15.365192,0.38780001,,,,,0
yes,Hispanic,yes,yes,yes,no,no,12.0,17.0,7.6393676,2.9323332,12.0,15.0,13.0,13.0,1
no,White,no,no,no,no,no,80.0,68.0,6.3371429,3.635,34.0,22.0,28.0,27.0,1
no,White,yes,no,no,no,yes,19.0,49.0,3.5805023,3.5384998,22.0,16.0,20.0,20.0,1
no,White,no,no,no,yes,no,75.0,80.0,2.0816326,3.8571401,23.0,22.0,26.0,23.0,1
yes,White,no,no,no,no,no,39.0,34.0,10.724088,1.2192667,,,,,0
no,White,no,no,no,yes,no,,,27.323576,0.79343998,,,,,0
yes,White,yes,no,no,no,no,6.0,34.0,4.0834513,1.9935,12.0,16.0,10.0,15.0,1
yes,White,yes,no,no,yes,no,24.0,16.0,5.3742857,2.2969999,11.0,15.0,20.0,17.0,1
yes,White,no,no,no,no,yes,50.0,45.0,10.902112,3.3789999,25.0,20.0,24.0,23.0,1
no,White,no,no,no,no,yes,59.0,80.0,2.8328571,4.0,33.0,23.0,34.0,30.0,1
no,White,no,no,no,no,no,24.0,37.0,27.543352,1.824,,,,,0
no,White,yes,no,no,no,no,37.0,64.0,5.7604623,2.9967499,17.0,16.0,21.0,19.0,1
no,White,no,no,no,no,yes,5.0,57.0,8.3456612,2.6500001,12.0,13.0,15.0,14.0,1
yes,White,yes,no,no,yes,yes,61.0,80.0,6.393013,3.9011002,27.0,23.0,22.0,24.0,1
no,White,yes,no,no,no,no,43.0,50.0,12.243972,2.6775,20.0,14.0,22.0,19.0,1
yes,White,yes,no,no,yes,no,,,27.905287,0.84799999,,,,,1
yes,White,no,no,no,no,no,5.0,27.0,8.0437851,2.3876874,18.0,16.0,14.0,15.0,1
yes,White,yes,yes,no,yes,no,,,22.152777,1.87075,10.0,14.0,12.0,11.0,1
no,White,yes,no,no,no,yes,68.0,68.0,3.808542,3.95925,23.0,23.0,22.0,22.0,1
no,White,yes,yes,no,no,no,0.0,30.0,1.857554,2.399775,16.0,16.0,14.0,17.0,1
no,White,yes,no,no,no,yes,61.0,37.0,2.4352806,3.3105001,23.0,19.0,26.0,22.0,1
no,White,no,no,no,no,no,51.0,79.0,5.6578951,3.872,25.0,23.0,23.0,21.0,1
yes,African-American,yes,no,no,no,no,0.0,,1.03,1.95285,15.0,23.0,23.0,17.0,1
no,White,no,no,no,no,no,,,6.8628049,2.385,,,,,0
no,White,no,no,no,yes,no,61.0,46.0,1.2514451,3.5430002,26.0,22.0,25.0,23.0,1
yes,Asian/Pacific Islander,no,no,no,no,no,,,7.2114286,,,,,,0
no,White,yes,no,no,no,yes,59.0,66.0,9.8721685,3.5,23.0,17.0,22.0,21.0,1
no,White,yes,no,no,no,no,29.0,62.0,2.1170664,2.007,18.0,15.0,15.0,16.0,1
yes,White,yes,no,no,no,yes,0.0,7.0,7.1076922,2.5650001,10.0,16.0,13.0,11.0,1
yes,White,yes,no,no,no,yes,70.0,71.0,0.20088626,3.87925,33.0,18.0,29.0,28.0,1
no,White,no,no,no,no,yes,80.0,69.0,0.91726112,3.5955,22.0,21.0,15.0,21.0,1
yes,White,no,no,no,no,yes,80.0,75.0,2.8101265,3.7384,30.0,28.0,31.0,29.0,1
yes,African-American,yes,no,no,no,no,16.0,49.0,7.7368417,2.1353002,15.0,16.0,20.0,16.0,1
yes,African-American,yes,yes,no,no,no,34.0,25.0,1.6785715,2.0933335,11.0,14.0,12.0,13.0,1
no,White,yes,no,no,no,yes,72.0,59.0,16.08,3.4850001,33.0,29.0,34.0,34.0,1
yes,White,no,no,no,no,yes,43.0,57.0,5.0428572,1.916275,16.0,19.0,12.0,16.0,1
no,White,no,no,no,yes,no,,,0.0,2.8706999,,,,,1
yes,White,no,no,no,no,yes,1.0,38.0,3.794203,3.1145,14.0,14.0,15.0,15.0,1
no,White,yes,no,no,no,no,39.0,44.0,9.3338251,3.5092001,18.0,17.0,15.0,18.0,1
yes,African-American,yes,no,no,no,no,,,21.9,2.3499999,,,,,0
no,African-American,yes,no,no,no,no,18.0,52.0,3.2844574,1.7297499,19.0,18.0,19.0,20.0,1
no,White,yes,no,no,no,no,,,4.1692748,2.3570001,11.0,16.0,14.0,15.0,1
no,White,yes,no,no,yes,no,48.0,51.0,23.75942,3.1465001,17.0,16.0,17.0,16.0,1
no,White,no,no,no,no,no,31.0,40.0,12.847143,3.1561999,15.0,17.0,14.0,16.0,1
no,White,no,no,no,no,yes,42.0,64.0,6.8505082,3.089,17.0,16.0,17.0,17.0,1
no,Multiple/Native American,no,no,no,no,yes,79.0,51.0,5.9394364,3.4835,29.0,23.0,22.0,24.0,1
yes,White,yes,no,no,yes,no,38.0,30.0,12.431734,1.20125,19.0,17.0,20.0,19.0,1
no,White,no,no,no,no,no,50.0,76.0,3.2037573,3.977,21.0,19.0,21.0,21.0,1
no,White,yes,yes,no,no,no,0.0,27.0,6.8667884,1.7095001,10.0,13.0,14.0,14.0,1
yes,Asian/Pacific Islander,no,no,no,no,no,57.0,58.0,6.7124643,3.1104999,25.0,25.0,22.0,23.0,1
yes,White,yes,no,no,no,yes,80.0,80.0,0.23823109,4.0,34.0,32.0,32.0,34.0,1
yes,White,yes,no,no,yes,no,26.0,42.0,7.8597784,1.679,,,,,0
yes,White,yes,no,no,no,no,75.0,80.0,19.745714,1.6075,25.0,23.0,24.0,24.0,1
no,White,yes,yes,no,no,no,38.0,45.0,3.6471429,3.0650001,18.0,16.0,22.0,17.0,1
yes,White,yes,no,no,no,no,68.0,48.0,5.2829628,2.8600001,16.0,14.0,19.0,16.0,1
no,White,no,no,no,no,yes,62.0,74.0,0.90331894,3.8315001,30.0,32.0,30.0,30.0,1
no,White,yes,no,no,no,no,65.0,51.0,14.79562,3.3239999,,,,,0
no,White,yes,no,no,no,no,29.0,39.0,19.365576,0.94,10.0,16.0,13.0,12.0,0
yes,White,no,no,no,no,no,42.0,46.0,10.86752,2.7869,16.0,18.0,17.0,17.0,1
yes,African-American,yes,no,no,yes,no,,,14.096775,1.7743334,,,,,0
yes,White,no,no,no,no,yes,41.0,36.0,8.4872885,1.8025,14.0,16.0,18.0,16.0,1
no,African-American,no,no,no,no,no,12.0,33.0,2.4957144,3.3130498,12.0,17.0,16.0,15.0,1
yes,White,no,no,no,no,no,35.0,28.0,10.880281,2.8495002,16.0,24.0,14.0,20.0,1
no,White,yes,no,no,yes,no,10.0,31.0,3.1875,2.33375,14.0,16.0,16.0,16.0,1
yes,White,yes,no,no,no,no,31.0,41.0,1.5231885,2.76757,12.0,14.0,14.0,14.0,1
yes,White,yes,no,no,no,no,37.0,50.0,18.515306,1.864,14.0,16.0,11.0,13.0,1
no,White,no,no,no,no,no,,,4.8214765,1.9237001,14.0,16.0,11.0,13.0,1
no,White,no,no,no,yes,no,14.0,35.0,11.180451,0.78570002,,,,,0
yes,White,yes,no,no,no,yes,26.0,34.0,7.1109467,1.9085,10.0,16.0,19.0,13.0,1
yes,White,yes,no,no,no,no,35.0,47.0,24.812857,3.1057501,12.0,17.0,13.0,14.0,1
yes,White,no,yes,no,yes,no,70.0,67.0,2.2238371,3.55302,25.0,23.0,24.0,23.0,1
no,White,no,no,no,yes,no,44.0,75.0,8.4892397,2.0648501,17.0,16.0,17.0,16.0,1
yes,White,yes,no,no,no,no,18.0,32.0,9.9633026,2.9485002,17.0,16.0,22.0,18.0,1
yes,White,no,no,no,no,yes,48.0,70.0,5.156662,3.9242501,29.0,28.0,26.0,27.0,1
yes,White,yes,yes,no,no,no,5.0,14.0,20.735043,1.533,12.0,13.0,19.0,16.0,1
no,White,yes,no,no,yes,no,11.0,32.0,6.9014335,1.9379801,12.0,15.0,14.0,15.0,1
no,White,yes,no,no,no,no,32.0,58.0,4.5391302,1.95285,19.0,16.0,19.0,18.0,1
no,White,no,no,no,no,no,55.0,58.0,3.763869,3.671,26.0,25.0,27.0,24.0,1
no,White,no,no,no,no,no,46.0,51.0,1.1732955,3.8850002,14.0,19.0,21.0,19.0,1
yes,White,yes,no,no,no,no,31.0,45.0,20.375,1.0,,,,,0
no,White,no,no,no,yes,no,,,19.185818,3.48,,,,,0
no,White,yes,no,no,no,no,6.0,28.0,32.337761,1.0829999,,,,,0
yes,White,yes,no,no,yes,no,52.0,53.0,0.95621467,2.8694999,15.0,22.0,14.0,15.0,1
yes,,no,no,no,no,no,52.0,50.0,4.7782807,2.3969998,22.0,19.0,20.0,22.0,1
no,White,yes,no,no,no,no,10.0,41.0,1.8157142,2.6805501,14.0,14.0,16.0,16.0,1
yes,Hispanic,no,no,no,no,no,,,14.92742,1.22405,9.0,17.0,14.0,12.0,0
yes,White,,no,no,yes,no,,,0.0,,,,,,0
yes,White,no,no,no,no,no,39.0,37.0,1.5789474,3.4369998,14.0,17.0,16.0,15.0,1
no,White,no,no,no,no,no,68.0,80.0,7.0016317,3.95,31.0,26.0,25.0,27.0,1
no,White,no,no,no,no,no,44.0,68.0,0.0705036,3.64082,28.0,24.0,26.0,24.0,1
no,White,yes,no,no,no,no,78.0,53.0,3.1062591,3.7133498,35.0,33.0,34.0,33.0,1
yes,White,yes,no,no,yes,no,48.0,59.0,7.3550296,1.7965,19.0,24.0,21.0,21.0,1
no,Asian/Pacific Islander,yes,no,no,no,no,52.0,57.0,4.4624281,3.4664102,,,,,1
no,White,yes,no,no,yes,yes,52.0,50.0,4.4366198,2.43822,23.0,17.0,24.0,22.0,0
yes,White,yes,no,no,yes,no,22.0,43.0,7.9212828,1.3364,,,,,1
yes,White,yes,no,no,no,no,8.0,28.0,12.149856,1.6,,,,,0
yes,White,yes,yes,no,yes,no,,,0.0,,,,,,0
yes,White,yes,no,no,no,no,39.0,26.0,14.867332,1.316,,,,,0
yes,White,yes,yes,no,yes,no,22.0,68.0,4.2072463,0.66689003,,,,,0
yes,Hispanic,yes,no,no,yes,no,53.0,47.0,0.49062049,2.8115001,15.0,18.0,18.0,17.0,1
no,African-American,yes,no,no,no,yes,26.0,29.0,6.2419662,3.3429999,15.0,15.0,15.0,17.0,1
yes,White,yes,no,no,no,yes,70.0,75.0,1.9490086,3.8759999,25.0,24.0,29.0,24.0,1
no,Hispanic,yes,no,no,no,no,30.0,80.0,7.1305594,3.1396799,13.0,16.0,16.0,15.0,1
yes,White,no,no,no,no,yes,61.0,50.0,6.1199422,2.8985,23.0,25.0,24.0,23.0,1
yes,White,no,no,no,no,no,68.0,80.0,5.2313118,3.2649999,23.0,23.0,26.0,22.0,1
yes,White,yes,no,no,yes,no,12.0,4.0,10.467811,1.9305,15.0,14.0,14.0,15.0,1
yes,Hispanic,no,no,no,no,yes,51.0,61.0,1.7755681,3.2360001,16.0,20.0,20.0,20.0,1
yes,White,yes,yes,no,yes,no,38.0,34.0,10.145986,2.0349998,11.0,17.0,14.0,13.0,1
yes,White,,no,no,no,no,,,3.6727273,3.6570001,,,,,0
yes,White,yes,no,no,yes,no,69.0,66.0,16.047211,1.651,28.0,30.0,35.0,29.0,0
yes,White,yes,no,no,no,yes,28.0,39.0,2.930131,3.2189999,18.0,15.0,19.0,17.0,1
yes,White,yes,no,no,no,no,37.0,26.0,3.9741752,2.80685,13.0,16.0,20.0,15.0,1
no,White,yes,no,no,yes,no,38.0,57.0,5.4662809,2.7495,22.0,16.0,23.0,20.0,1
no,White,yes,no,no,no,no,38.0,41.0,6.4758525,1.9693334,8.0,15.0,17.0,13.0,0
no,White,no,no,no,no,no,75.0,80.0,4.7788873,3.0641,23.0,23.0,19.0,22.0,1
no,White,yes,yes,no,yes,no,16.0,18.0,18.658108,2.9230001,11.0,14.0,13.0,13.0,1
no,White,yes,no,no,no,no,34.0,28.0,10.011511,3.2887599,21.0,17.0,26.0,23.0,1
no,White,no,no,no,no,no,70.0,47.0,2.6807227,3.1735001,20.0,19.0,19.0,20.0,1
no,White,yes,no,no,yes,yes,61.0,49.0,10.572398,2.3080001,22.0,23.0,19.0,20.0,1
yes,White,yes,no,no,no,no,52.0,54.0,3.7444935,3.49,16.0,17.0,18.0,17.0,1
yes,White,no,no,no,yes,no,31.0,17.0,12.960693,1.9580334,,,,,0
yes,African-American,yes,no,no,no,no,52.0,72.0,3.3172805,2.174,19.0,23.0,26.0,21.0,1
yes,White,no,no,no,no,no,37.0,38.0,6.2674251,1.98,10.0,16.0,15.0,15.0,0
yes,White,no,no,no,no,yes,25.0,31.0,4.172214,2.9879999,20.0,15.0,17.0,16.0,1
yes,White,yes,no,no,yes,yes,47.0,41.0,3.4629982,2.8239999,15.0,20.0,14.0,17.0,1
no,White,no,no,no,yes,yes,29.0,51.0,5.7975459,3.5190001,31.0,17.0,27.0,24.0,1
yes,White,no,no,no,no,no,26.0,42.0,20.212734,1.3785,,,,,0
no,White,yes,no,no,no,no,44.0,56.0,4.3032904,3.5726666,20.0,18.0,21.0,21.0,1
yes,White,yes,no,no,no,no,32.0,49.0,9.2150068,2.7082975,13.0,16.0,19.0,17.0,1
no,White,yes,no,no,yes,yes,18.0,38.0,8.8293371,3.0325,17.0,16.0,19.0,17.0,1
yes,White,no,no,no,no,no,14.0,25.0,15.44186,2.2203999,13.0,15.0,13.0,13.0,1
yes,White,yes,no,no,yes,no,,,15.857723,0.94999999,,,,,0
no,White,yes,no,no,no,no,1.0,17.0,28.571428,2.2255499,,,,,0
no,African-American,no,no,no,no,no,31.0,30.0,2.8930635,2.66293,25.0,15.0,21.0,20.0,1
no,White,yes,no,no,yes,no,25.0,49.0,8.3094893,1.6041133,25.0,19.0,25.0,23.0,1
no,White,no,no,no,no,yes,61.0,60.0,5.8014388,3.615,32.0,28.0,28.0,28.0,1
yes,White,yes,yes,no,no,no,6.0,19.0,16.318966,2.191,,,,,1
yes,White,yes,no,no,no,no,6.0,51.0,17.05831,2.1903501,8.0,16.0,14.0,13.0,0
yes,White,yes,no,no,yes,no,,2.0,6.2713866,3.085,23.0,26.0,24.0,24.0,1
no,White,yes,no,no,yes,no,,,0.0,,,,,,0
yes,White,yes,no,no,yes,yes,49.0,44.0,4.3266473,2.8400002,15.0,24.0,25.0,22.0,1
yes,White,no,no,no,no,no,52.0,54.0,2.1442857,3.285485,19.0,26.0,21.0,21.0,1
no,White,no,no,no,no,no,46.0,56.0,0.14430015,3.2335,20.0,22.0,20.0,21.0,1
no,White,no,no,no,no,no,26.0,45.0,1.6785207,3.98,,,,,0
yes,Hispanic,yes,no,no,yes,no,,,12.131195,1.8180001,9.0,14.0,12.0,11.0,1
no,White,no,yes,no,no,no,27.0,59.0,1.164306,2.52,15.0,15.0,19.0,18.0,1
no,White,yes,no,no,no,no,43.0,39.0,12.258573,2.4705,18.0,16.0,14.0,16.0,1
yes,White,no,no,no,no,no,37.0,28.0,1.2467533,2.0992501,13.0,16.0,12.0,14.0,1
yes,African-American,no,yes,no,no,yes,44.0,43.0,6.2557144,2.6670001,22.0,22.0,25.0,22.0,1
no,White,yes,no,no,no,no,41.0,44.0,15.826839,1.988,15.0,14.0,10.0,13.0,1
yes,Hispanic,yes,no,no,no,no,16.0,31.0,3.78602,2.9087749,10.0,15.0,14.0,13.0,1
yes,White,no,no,no,yes,no,41.0,47.0,2.5494349,0.0345,,,,,0
no,White,no,no,no,no,no,,,36.829784,2.9377499,,,,,0
yes,White,yes,no,no,yes,no,16.0,14.0,19.612753,2.368,,,,,1
yes,White,yes,yes,no,yes,no,16.0,18.0,14.214464,2.55,18.0,16.0,16.0,18.0,1
no,White,no,no,no,yes,no,48.0,80.0,4.4527969,2.8199999,18.0,22.0,22.0,20.0,1
no,African-American,yes,yes,no,no,no,9.0,19.0,5.0614285,2.2646,9.0,12.0,11.0,10.0,1
no,White,no,no,no,no,yes,46.0,55.0,5.2923732,3.3125,25.0,23.0,25.0,23.0,1
no,White,yes,no,no,yes,yes,60.0,59.0,3.7700148,3.3065,25.0,26.0,31.0,26.0,1
no,White,yes,no,no,no,no,37.0,31.0,7.6038833,3.267,21.0,17.0,18.0,19.0,1
yes,White,no,no,no,no,no,16.0,4.0,13.532787,2.6535501,24.0,32.0,18.0,24.0,0
yes,White,yes,no,no,no,no,37.0,42.0,3.4294033,2.3095,,,,,0
no,White,no,no,no,no,no,21.0,45.0,12.51156,1.574,18.0,20.0,13.0,20.0,1
no,White,yes,no,no,no,yes,37.0,57.0,9.6314287,3.2446499,30.0,25.0,27.0,29.0,1
no,White,no,no,no,no,yes,59.0,52.0,3.1300578,3.5204449,24.0,22.0,16.0,21.0,1
yes,Multiple/Native American,yes,no,no,no,no,79.0,46.0,6.0302591,3.5341101,20.0,27.0,27.0,25.0,1
no,White,yes,no,no,no,no,49.0,64.0,9.5219851,3.4135001,23.0,23.0,26.0,24.0,1
no,African-American,yes,no,no,no,no,40.0,46.0,4.3516951,3.0285001,15.0,17.0,15.0,16.0,1
yes,White,yes,no,no,no,no,65.0,46.0,5.8932037,3.02,20.0,23.0,27.0,22.0,1
no,White,yes,no,no,no,no,55.0,48.0,9.0939951,1.3947667,15.0,21.0,20.0,18.0,1
yes,White,no,no,no,no,no,50.0,45.0,2.9767442,3.1300001,16.0,16.0,19.0,17.0,1
no,White,no,no,no,no,no,,,6.8828573,2.5669999,18.0,16.0,20.0,19.0,1
yes,White,no,no,no,no,no,66.0,49.0,9.9667635,2.2938499,21.0,23.0,20.0,21.0,0
no,White,no,no,no,no,no,34.0,19.0,1.5865523,2.3264999,25.0,18.0,25.0,22.0,1
no,White,yes,no,no,no,no,37.0,24.0,28.230198,1.683,,,,,0
yes,White,yes,no,no,no,no,42.0,42.0,4.5463767,1.9,11.0,14.0,11.0,11.0,1
yes,White,yes,yes,no,no,no,22.0,32.0,6.9375,2.48335,10.0,15.0,14.0,13.0,1
yes,White,no,no,no,yes,no,48.0,51.0,4.4400001,2.77,16.0,19.0,26.0,22.0,1
yes,White,yes,no,no,yes,no,46.0,48.0,8.9074888,2.8452501,14.0,15.0,18.0,15.0,1
yes,White,yes,no,no,no,no,62.0,53.0,12.650584,1.9990001,18.0,18.0,21.0,20.0,1
no,White,yes,no,no,no,no,50.0,51.0,10.973837,2.9935,16.0,14.0,15.0,17.0,1
yes,Asian/Pacific Islander,no,no,no,no,no,80.0,66.0,1.039943,3.511905,24.0,23.0,25.0,24.0,1
yes,African-American,yes,no,yes,yes,no,,,4.7338309,2.26685,,,,,0
yes,White,no,no,no,no,yes,47.0,61.0,3.1619318,3.8734498,35.0,30.0,36.0,33.0,1
no,White,yes,no,no,yes,no,4.0,41.0,21.439354,2.6441333,13.0,17.0,16.0,16.0,1
no,White,no,no,no,yes,no,64.0,63.0,7.0701003,3.8035002,24.0,20.0,22.0,21.0,1
yes,White,yes,no,no,yes,no,,,4.0943618,,,,,,1
no,White,yes,no,no,yes,no,14.0,19.0,7.6992698,2.8585,13.0,17.0,22.0,16.0,1
no,White,yes,no,no,no,no,25.0,56.0,1.9145569,3.3305001,13.0,17.0,18.0,17.0,1
yes,White,no,no,no,no,no,64.0,55.0,9.9197702,1.482,16.0,17.0,14.0,15.0,1
yes,Hispanic,yes,no,yes,yes,no,,,1.3718245,3.4640334,10.0,24.0,15.0,16.0,1
yes,White,yes,no,no,no,yes,56.0,36.0,1.5305833,3.069,19.0,25.0,24.0,23.0,1
yes,White,yes,no,no,no,no,75.0,80.0,4.1977186,2.3295498,22.0,21.0,25.0,23.0,0
no,White,yes,no,no,no,no,11.0,55.0,13.060606,1.766,9.0,13.0,13.0,12.0,1
no,White,yes,no,no,yes,no,,,12.02069,2.1359999,9.0,11.0,9.0,11.0,0
no,White,yes,no,no,yes,no,32.0,32.0,4.5423241,3.2449999,24.0,19.0,21.0,20.0,1
no,White,no,no,no,yes,no,42.0,28.0,12.788945,3.5285001,20.0,19.0,20.0,20.0,1
yes,,yes,no,no,yes,no,,,27.464134,1.857,,,,,0
yes,White,yes,yes,no,no,no,23.0,26.0,0.0455192,2.4251332,12.0,16.0,19.0,15.0,1
yes,White,yes,no,no,no,yes,61.0,59.0,1.988287,3.87625,15.0,17.0,18.0,18.0,1
no,White,yes,no,no,no,no,28.0,48.0,8.2403631,2.2937498,13.0,15.0,22.0,17.0,0
yes,White,yes,no,no,yes,no,39.0,49.0,3.6566951,1.913475,13.0,16.0,10.0,14.0,1
yes,African-American,yes,yes,no,no,no,0.0,0.0,16.767508,0.95649999,,,,,0
yes,White,yes,no,no,yes,no,,,4.647059,2.2434001,,,,,1
yes,White,yes,yes,no,no,no,,,5.4756093,2.214,,,,,0
no,White,no,no,no,no,yes,32.0,43.0,9.4088955,3.3088,17.0,16.0,19.0,17.0,1
yes,White,no,no,no,no,no,47.0,39.0,3.803977,3.5741999,22.0,25.0,24.0,23.0,1
no,White,no,no,no,no,yes,80.0,73.0,3.631356,3.8864999,34.0,27.0,34.0,28.0,1
no,White,yes,no,no,yes,yes,45.0,49.0,3.3892806,2.9488599,16.0,16.0,19.0,17.0,1
yes,White,no,no,no,no,yes,75.0,65.0,1.0479548,3.4821999,31.0,34.0,29.0,29.0,1
no,White,no,no,no,no,no,80.0,80.0,3.0526314,2.96065,26.0,25.0,29.0,28.0,1
yes,White,no,yes,no,no,no,18.0,37.0,10.364706,2.1462998,11.0,12.0,17.0,16.0,1
yes,White,yes,yes,no,yes,no,,,0.94625169,2.1472499,,,,,0
yes,African-American,yes,no,no,no,no,48.0,66.0,24.940184,2.49335,21.0,18.0,23.0,21.0,1
no,White,yes,no,no,no,no,60.0,44.0,14.470086,2.7014499,15.0,22.0,19.0,20.0,1
no,White,no,no,no,no,no,68.0,67.0,6.7037034,3.6903348,29.0,24.0,27.0,26.0,1
yes,White,no,no,no,no,no,61.0,48.0,3.3514285,3.2049999,29.0,29.0,34.0,31.0,1
no,White,yes,no,no,no,no,0.0,,8.3127747,2.1670001,15.0,15.0,12.0,14.0,1
no,White,yes,no,no,no,no,39.0,45.0,7.7549577,2.4250002,21.0,16.0,23.0,19.0,1
yes,White,yes,no,no,no,yes,42.0,47.0,5.2880116,2.4145,20.0,16.0,23.0,20.0,1
no,White,yes,no,no,no,no,53.0,56.0,6.308588,3.1500001,23.0,18.0,21.0,20.0,1
no,African-American,no,no,no,no,no,0.0,,2.9053085,2.7365,16.0,16.0,15.0,14.0,1
no,Asian/Pacific Islander,yes,no,no,no,no,63.0,55.0,11.415121,3.0547199,21.0,25.0,29.0,25.0,1
no,White,yes,no,no,no,no,5.0,23.0,8.7439756,2.0050001,10.0,14.0,13.0,14.0,1
yes,,yes,no,no,no,no,24.0,44.0,6.4792562,1.9605,15.0,15.0,15.0,15.0,1
yes,African-American,yes,no,no,no,no,,,7.1905785,2.3889999,,,,,0
yes,African-American,yes,no,no,yes,no,,,31.235294,2.5,,,,,0
yes,White,no,no,no,no,no,17.0,51.0,0.69565219,3.02,19.0,16.0,19.0,17.0,1
no,African-American,yes,no,no,no,no,33.0,50.0,4.5549216,2.5462999,32.0,21.0,32.0,24.0,1
no,White,yes,no,no,no,no,,,8.501441,2.33325,18.0,17.0,16.0,18.0,1
yes,White,yes,no,no,yes,no,75.0,74.0,3.5991254,3.0422499,20.0,24.0,19.0,20.0,1
no,White,yes,no,no,no,no,,,36.761902,0.667,,,,,0
yes,White,no,no,no,no,yes,68.0,80.0,3.4681754,3.0295,20.0,23.0,18.0,21.0,1
yes,White,yes,no,no,yes,no,,25.0,6.9668512,1.9549999,,,,,1
yes,White,no,no,no,no,yes,80.0,58.0,1.1528571,3.8800001,30.0,35.0,30.0,29.0,1
yes,White,yes,no,no,no,no,38.0,29.0,6.7848997,2.846,13.0,16.0,18.0,16.0,1
yes,White,yes,no,no,yes,no,1.0,30.0,3.562952,2.0760002,11.0,15.0,16.0,14.0,0
yes,African-American,yes,no,no,yes,no,,,0.0,2.3329999,19.0,25.0,22.0,22.0,1
